name,phone,address,website,rating,user_ratings_total
"Iscan Emlak","(0232) 227 20 60","Bahçelievler, 506. Sk. 24/4, Karabağlar","https://iscanemlak.sahibinden.com/",5,2
"Yiğit Emlak","(0232) 448 36 81","Efeler, 506. Sk. 1/A, Buca","",5,1
"Hürpa Emlak","(0232) 243 43 23","Murat Reis, Halikarnas Balıkçısı Sokağı NO:16/c, Konak","http://www.hurpaemlak.com/",3,2
"İLKER EMLAK","0543 272 50 51","Altıntaş, 348. Sk. No:27, Konak","",5,3
"Saray Emlak Ofisi","0535 762 80 55","Reis, Zaim Ağa Cd. No:42/B, Karabağlar","",3,4
"Yüksel Emlak","(0232) 262 32 64","Atilla, İnönü Cd. No:29/C, Konak","",5,1
"Meriç Emlak","(0232) 261 11 68","Reis, Ordu Cd., Karabağlar","",5,3
"Ekin Emlak","(0232) 440 14 96","Çağdaş, Kazakistan Cd. Yedigöller İş Merkezi D:18, Buca","http://www.bucaekinemlak.com/",3.4,17
"Ada Tepe Emlak","0553 791 43 03","Adatepe, 28/9. Sk. No:4, Buca","",4.3,7
"Tunsa Emlak Insaat","(0232) 262 20 20","Bahçelievler, 326. Sk. No:3, 35150, Karabağlar","",4.5,6
"Aydöner Emlak","(0232) 426 86 83","Yenigün, 265/13. Sk. No.17, Buca","",5,2
"Nuri Özdemir Gayrimenkul Danışmanlığı","0554 435 51 23","Balatçık, 8915/7 no:4/A, Çiğli","",5,117
"Balatçık Gayrimenkul Danışmanlığı","0541 316 55 35","Adres:, Balatçık, 8914. Sk. no:81/A, Çiğli","https://www.balatcikgayrimenkul.com/",5,111
"Aybora Emlak Çigli İZMİR","0506 515 57 65","Balatçık, 8801. Sk. No:1, Çiğli","",4.2,72
"Ataşehir Turyap Mahir Demirbaş, #Çiğli Ataşehir Emlak Gayrimenkul","0532 718 32 55","Ataşehir, 8229/1. Sk. Odin İş Merkez, No. 32, Çiğli","https://www.turyap.com.tr/Danisman_Bilgileri.aspx?Danismanid=2168486",5,82
"BALÇOVA EMLAK |MAKAYA GAYRİMENKUL YATIRIM DANIŞMANLIĞI","0505 053 02 92","Eğitim, Halide Edip Adıvar Sk. No:6/5, Balçova","",5,36
"Nazar Emlak","(0232) 247 12 00","Üçkuyular, 14. Sk. No : 87/ B, Karabağlar","https://nazaremlak.com.tr/",4.7,110
"Atlas Emlak Ofisi","0532 557 77 47","Fevzi Çakmak, Demirci Efe Sk. 30/A, Balçova","",5,19
"BOLES EMLAK","0532 494 50 20","Mehmet Ali Akman, 18/1. Sk. No:4 D:2, Konak","http://bolesemlak.sahibinden.com/",5,4
"Doğaç Emlak","(0232) 244 29 49","Sema Apartman, Çankaya, İnönü Cd. No:364/A, Konak","",5,10
"Gözde Emlak","0505 659 52 13","Ilıca, Prof. Dr. Türkan Saylan Cd. No:28 B, Narlıdere","",4.9,38
"Kanaat Emlak Bürosu","(0232) 259 08 53","Fevzi Çakmak, Atilla Sk. No:11, Balçova","",5,1
"Emlak Üçkuyular","(0232) 285 90 00","İnönü Cad. 4, 2 Sokak No:2 D:1A, Konak","http://emlakuckuyular.com/",5,1
"Köklü Emlak Danışmanlık Ofisi","0544 535 59 02","Teleferik, Ata Cd. No:223, Balçova","",5,2
"Asil Emlak","(0232) 259 75 75","Üçkuyular, İnönü Cd. No:833, Karabağlar","https://asilemlakizmir.sahibinden.com/emlak-konut?sorting=storeShowcase",4.6,15
"Reis Emlak Ofisi","(0232) 277 66 06","Onur, Fulya Sk. No. 45/B, Balçova","https://reisemlakizmir.sahibinden.com/emlak-konut?sorting=address_asc",5,2
"Çağlar Emlak","0552 736 57 12","Çetin Emeç, Fethi Okyar Sk. 3/A, Balçova","",4.2,25
"Anıl | Balçova Emlak | İzmir Gayrimenkul Danışmanlığı","0530 108 81 91","Eğitim, Şevket Dağ Sk. No:4 D:a, Balçova","https://anilemlakbalcova2.sahibinden.com/",4.6,23
"Akad Emlak Yatirim Danismanligi","(0232) 247 44 99","Muammer Akar, 287/1. Sk. no 3 D:1, Karabağlar","",5,1
"Balçova | Siyo Gayrimenkul","0555 880 11 11","Fevzi Çakmak, Sakarya Cd. NO:20/B, Balçova","https://siyogayrimenkul.com/",4.9,34
"AS CİTY GAYRİMENKUL EMLAK & YATIRIM DANIŞMANLIĞI","0533 426 36 57","Güzelyalı, 23. Sk. No:2, Konak","",5,2
"Gunaydin Emlak","(0232) 285 45 52","Mahallesi, Muammer Akar, İnönü Cd. 803/B, Karabağlar","",4.9,76
"Balçova Emlak | R-1 Gayrimenkul","0530 736 73 83","Eğitim, Ünlü Sk. No:27/A, Balçova","https://r-1emlakizmir.sahibinden.com/",4.5,46
"BÜYÜK EMLAK OFİSİ","0544 282 06 35","Teleferik, Sakarya Cd. 53/A, Balçova","",5,2
"İzmir Arsa Ofisi Emlak Danışmanlığı","(0232) 277 77 58","Eğitim, Rakım Elkutlu Sk. No:5, Balçova","",5,2
"İsmet Onay Emlak Ofisi","0530 690 02 58","Gazi, rasime şeyhoğlu sk 241 b, Karabağlar","",3,2
"Reyyan emlak müsavirligi","0534 666 26 26","Fevzi Çakmak, Leylak Sok No:66, Balçova","",5,3
"Kizilkaya Emlak Ofisi","(0232) 224 39 91","General Kazım Özalp, Karabağlar","",5,1
"Türcan Emlak","0532 525 13 62","Fahrettin Altay, 65/13. Sk. No: 27, Karabağlar","https://www.instagram.com/turcan.emlak?igsh=MXFkZWhvOHgybXdjaw==",4.6,33
"EMLAKSAL Gayrimenkul Danışmanlığı","(0232) 277 67 77","Korutürk, Sportmen Sk. No:15/B, Balçova","https://www.emlaksal.com/",4.8,38
"Özgüvenç Emlak","","Fevzi Çakmak, Yıldırım Beyazıt Sk. No:50/A, Balçova","https://www.izmirisrehberi.com.tr/33639-ozguvenc-emlakbalcova-emlakcibalcovada-satilikkiralikdaireevofisarsabahce.html",5,2
"Ankara Emlak","","Üçkuyular, İnönü Cd. No:861, Karabağlar","",5,2
"Ultimate Gayrimenkul","0530 148 94 24","Ilıca, Palandöken Sk. No:18 D:1A, Narlıdere","https://ultimategayrimenkul.sahibinden.com/",4.9,78
"Evim Barkım Emlak Ofisi","(0232) 259 26 26","Korutürk, Kauçuk Sk. No.12/A, Balçova","https://evimbarkimemlakofisi.sahibinden.com/",4.1,10
"Balçova Emlak | Çokyaşar Gayrimenkul","0507 013 50 18","Fevzi Çakmak, Sakarya Cd. No:54/A, Balçova","http://www.cokyasargayrimenkul.com.tr/",4.7,63
"Boles Emlak","0530 964 56 69","Onur, 2. Hayıt. Sk. No:13/B, Balçova","",5,1
"Birleşmiş Emlakçılar A.Ş.","(0232) 278 43 43","Onur, Sarmaşık Cd. 7/A, Balçova","",4.5,14
"Funda & Bülent Gayrimenkul","(0232) 256 78 37","Fevzi Çakmak, İğde Sk. 29 A, Balçova","",5,13
"Burçoğlu Emlak Ofisi","(0232) 285 26 36","Göztepe, 87. Sk. No:7-7/A, Konak","",4.6,5
"Floryalı Gayrimenkul","(0232) 232 00 07","kadıoğlu apt, Çankaya, Mithatpaşa Cd. No:798 D:1a, Konak","",4.7,14
"Arena Gayrimenkul","(0232) 224 49 05","Üçkuyular, 11/2. Sk. no:16/B, Karabağlar","https://www.hepsiemlak.com/emlak-ofisi/arena-gayrimenkul-",5,5
"New İDEA GAYRİMENKUL","0535 460 97 99","Yenikale, Filiz Sk. No:2 D:1, Narlıdere","",4.5,62
"MASAL EMLAK","","Metin Oktay, 108/15. Sk. 11/A-A, Karabağlar","",5,3
"Balçova Toyoko Emlak","0532 491 40 63","Onur, Sarmaşık Cd. No:16/B, Balçova","https://toyokoemlakbalcova.sahibinden.com/",5,2
"ESTA Emlak Yatırım & Danışmanlık Hizmetleri","0533 276 78 50","Çankaya, Mithatpaşa Cd. No:828, Konak","http://www.estaufukcelik.com/",5,9
"Leon Gayrimenkul Danışmanlığı","0544 536 52 68","Ilıca, Cahit Külebi Sk. No:22 A, Narlıdere","",5,25
"VF Gayrimenkul","(0232) 243 13 33","Göztepe, İnönü Cd. 478/A, Karabağlar","https://vf.sahibinden.com/",3.7,79
"DEGER EMLAK","0506 239 88 95","Metin Oktay, 108/6. Sk. No:27, Karabağlar","",3.7,6
"Turyap Balçova Temsilciliği","(0232) 277 44 75","Eğitim, Ata Cd. no:117/b, Balçova","http://www.turyap.com.tr/balcova",4.9,110
"ÇTN Gayrimenkul","0506 682 63 91","Yenikale, Mehmet Seyfi Eraltay Sk. No:8-B, Narlıdere","http://www.ctngayrimenkul.com/",5,24
"Işık Emlak Danışmanlığı","(0232) 247 74 74","Poligon, İnönü Cd. No: 709/E, Karabağlar","https://isik-emlakdanismaligi.sahibinden.com/emlak-konut?sorting=date_asc&userId=474218",4.4,7
"RÜYA EMLAK İzmir","0531 919 65 05","Mehmet Ali Akman, 4/2. Sk. 3 / c, Konak","https://banaozel.sahibinden.com/ilanlarim","",""
"Garanti Emlak Merkez Şube","0538 391 70 70","Gümüş Eshot durağı karşısı, Teleferik, Sakarya Cd. No:41/B, Balçova","",4.3,6
"Tan Emlak","(0232) 278 43 96","Korutürk, Mithatpaşa Cd. no:231/A, Balçova","http://tanemlak35.com/iletisim",4.4,5
"Anahtar Emlak","0533 208 84 97","Adnan Süvari, 175/3. Sk. No:32, Karabağlar","http://www.anahtaremlak.net/",4.9,10
"Plus Gayrimenkul Emlak Danışmanlığı","(0232) 247 55 77","Güzelyalı, İnönü Cd. No:576/C, Konak","",5,2
"Keskin Emlak","0552 209 84 87","General Kazım Özalp, 46. Sk. 105/A, Karabağlar","http://keskinemlakizmir.sahibinden.com/",4,1
"Sevgican Gayrimenkul","0532 160 91 69","4208 sokak no:1/A Peker Mahallesi KARABAĞLAR, Karabağlar","https://sevgicangayrimenkul.sahibinden.com/",5,10
"Özmax Emlak & Gayrimenkul | Satılık | Kiralık | İzmir - Karabağlar - Buca - Gaziemir - Ayrancılar - Torbalı - Menderes","0533 076 09 42","Yunus Emre, 4231. Sk. No: 16, Karabağlar","",5,7
"Çulhaoğlu Emlak Gayrimenkul","0531 378 60 94","Atıfbey, Şht. Feridun Pözüt Cd. 15/A, Gaziemir","",5,2
"ERTAN GÜNEŞ GAYRİMENKUL DANIŞMANLIĞI","(0232) 252 04 73","Gazi, 16. Sk. No: 15/E, Gaziemir","http://ertangunesgayrimenkul.com/",4.9,8
"Jetsa Emlak","0532 158 43 61","Yeşillik Caddesi No.461/1 Kat. 3 D, D:308, Karabağlar","",5,2
"HAKAN ELMAS GAYRİMENKUL DANIŞMANLIĞI","","Yaşar Kemal, 6002. Sk. No 23, Karabağlar","",4.1,9
"Can Emlak Ofisi","0535 296 90 73","Aydın, 4277. Sk. No:33/B, Karabağlar","",5,1
"Özevim Emlak","0505 210 46 09","Atıfbey, 6. Sk. NO: 32B, Gaziemir","",4.7,32
"Kurumsal Emlakçı","","Gazi, 16. Sk. No:30/A, Gaziemir","https://www.cb.com.tr/tr-tr/OfficeUsers/Detail/5657",5,5
"Karadeniz Emlak","(0232) 252 58 00","Irmak, Hasan Güven Cd No:69 D:4c, Gaziemir","https://karadenizemlak5335.sahibinden.com/",4.8,29
"ÖZYURT EMLAK","0535 301 85 09","Yurdoğlu, Eski İzmir Cd. FOLKART LINE SİTESİ NO:848/B, Karabağlar","",5,11
"Gaziemir Emlak","0507 543 60 79","Beyazevler, 518. Sk. No:44, Gaziemir","",5,11
"1881 & GEMBA Gayrimenkul Danışmanlık","0542 254 03 09","Sevgi Mahallesi 663 sokak NO:45 T3 İş Merkezi Kapı no:104, Gaziemir","",4.9,27
"Kısmet Emlak Gayrimenkul Danişmanlığı","0536 677 24 35","Irmak, Hasan Güven Cd no 69/A, Gaziemir","",5,8
"Gaziemir Real Estate","","Atıfbey, Gaziemir","https://www.gaziemir.com.tr/emlak/",5,3
"Vovo Gayrimenkul ve Emlak Danışmanlığı","(0232) 220 07 00","Atıfbey, Prof. Dr. Türkan Saylan Cd. 21 B, Gaziemir","",5,1
"Altın Emlak Gaziemir Temsilciliği","0533 415 49 87","Dokuz Eylül, Kahramanlar Cd. N0:9 D:B, Gaziemir","https://altinemlak.com.tr/izmirgaziemir",5,15
"Çamlıca Emlak","0532 650 96 83","Atıfbey, Mertler Cd. No:20/E, Gaziemir","",4.9,9
"Barış Emlak Ofisi","0532 059 37 04","ATIF BEY MAH PROF.TÜRKAN SAYLAN CAD.56 SOKAK NO:7/L GAZİEMIR IZMIR, GAZİEMIR","",4.8,23
"Larin Gayrimenkul Gaziemir","","Gazikent, 73/3. Sk. 11 B, Gaziemir","",5,3
"Ecir Gayrimenkul","0541 730 52 00","Aydın, 4282. Sk. No:6/A, Karabağlar","http://ecir.com.tr/",5,2
"Dilek Akay Gayrimenkul","0533 047 78 42","İzmir Karabağlar Eskiizmir cad. Folkart Line sitesi 846d no:30, Karabağlar","",4.5,8
"Myz Emlak Sube","(0232) 251 21 55","Atıfbey, Mertler Cd. No:12, Gaziemir","",5,3
"N&B Gayrimenkul Danışmanlık Ltd. Şti.","0544 277 50 89","Atıfbey, 5/3. Sk. Adnan Kar İş Merkezi No:1 D:302, Gaziemir","",4.6,11
"Gaziemir Çağrı Emlak Gayrimenkul Danışmanlığı","0542 306 36 90","ÇAĞRI EMLAK GAYRİMENKUL DANIŞMANLIĞI, Sevgi, 663. Sk. T-4 İŞ MERKEZİ NO:6/104, Gaziemir","",5,1
"Emin Emlak","(0232) 260 60 00","Atıfbey, Şht. Feridun Pözüt Cd. 18/1b1b, Gaziemir","http://www.eminemlak35.net/",4.9,18
"TURPA SANE GAYRİMENKUL","0532 672 98 66","Gazi, 25. Sk. No:40/A, Gaziemir","",5,8
"Aras Gayrimenkul Danışmanlık","(0232) 251 03 35","Atıfbey, 2. Sk. No:1/A, Gaziemir","",4.9,12
"Yaşar Coşkun Emlak & Gayrimenkul Danışmanlığı","0506 783 95 67","Beyazevler, 520. Sk. No:12/1, Gaziemir","",4.5,8
"Startkey İlke Gayrimenkul - Gaziemir","(0232) 251 51 00","Gazi, Kemal Reis Cd. No:39/B, Gaziemir","http://startkeyilkegayrimenkul.sahibinden.com/",5,15
"Oner Emlak","0532 152 91 02","Atıfbey, Şht. Feridun Pözüt Cd. No:2 D:B, Gaziemir","",5,2
"ALTINTÜRK GAYRİMENKUL İZMİR","0533 344 49 43","Irmak, Hasan Güven Cd No: 69/A, Gaziemir","http://www.altin-turk.com/",5,2
"Boran Emlak","(0232) 251 66 66","Gazi, Akçay Cd. NO:170, Gaziemir","http://www.boranemlak.com/",4.4,44
"Mola Emlak","0505 753 96 41","Irmak, 38/28. Sk. No:60/A, Gaziemir","https://molaemlak.sahibinden.com/",5,2
"Adm Gayrimenkul","0552 620 48 48","Gazi, 28/25. Sk. No:34/B, Gaziemir","",5,15
"BATUHAN GAYRİMENKUL","0538 873 90 95","Irmak, 96. Sk. no:4/a, Gaziemir","https://batuhangayrimenkulizmir.sahibinden.com/",5,1
"ARDEN GAYRİMENKUL","","Yeşil, Gaziemir","",5,1
"Era Fark Gayrimenkul","0543 843 01 78","Şahin Plaza, Atıfbey, 5/3. Sk. No:11 D:102, Gaziemir","https://www.era.com.tr/ofisler/fark",5,6
"Berk Emlak","(0232) 260 07 07","Gazi, 16. Sk. No:20/A, Gaziemir","",4.5,17
"Pirinci Emlak","0530 665 17 18","Gazi, 27. Sk. 33 B, Gaziemir","http://pirinciemlak.sahibinden.com/",3.9,17
"Eda Emlak","(0232) 252 14 74","Irmak, Hasan Güven Cd 93 SOK N0.2, Gaziemir","",3.6,29
"Arda Gayrimenkul Mobilya","0538 542 47 46","Irmak, Hasan Güven Cd no:81/b, Gaziemir","http://ardaagrimenkulmobilya.com/",4.9,15
"Öğretmen Emlak","(0232) 251 63 63","Atıfbey, Prof. Dr. Türkan Saylan Cd. No: 35/B, Gaziemir","",4.1,22
"ozkan.aydin emlak gayrimenkul danışmanlık Coldwell Banker 360","0535 291 56 53","Folkart liva home 3959/39 sokak, Yurdoğlu, Karabağlar","https://www.ozkanaydingayrimenkul.com/tr/#iletisim",5,45
"Yuvam Emlak Gaziemir","0533 720 50 04","Gazikent, 80/1. Sk. No: 5/d, Gaziemir","https://yuvamemlakgaziemir.sahibinden.com/",5,1
"Oran Emlak","(0232) 274 31 61","Sevgi, 663. Sk. Emlak Bank Konutları T-4 İş Merkezi, No:106, Gaziemir","",4,7
"Başak Emlak","0506 421 98 88","Atıfbey Profesör Doktor Türkan Saylan Caddesi si, Atıfbey, Prof. Dr. Türkan Saylan Cd. No:49/A No:49/A, Gaziemir","https://www.sahibinden.com/",5,9
"Fuat Berber Emlak & Gayrimenkul","0554 382 02 74","Atıfbey, Mertler Cd., Gaziemir","http://www.instagram.com/fuattberber",5,5
"Anka life Emlak","0541 221 38 60","Gazi, Kemal Reis Cd. No:16/C, Gaziemir","",4.3,6
"Öztop İnşaat & Emlak","(0232) 252 57 58","Gazi, Önder Cd. Köşem İş Hanı No:101 D:6, Gaziemir","",5,2
"Havacılar Emlak Ofisi","0542 226 26 35","Atıfbey, 5. Sk. No: 72/D, Gaziemir","","",""
"Mühendis Emlak Danışmanlık Yurtoğlu","0535 259 80 67","Yurdoğlu, 3947/2. Sk. no:16/A, Karabağlar","","",""
"Öztemel Emlak","0533 521 97 24","Dokuz Eylül, Havacılar Cd. No:19/L, Gaziemir","https://www.hurriyetemlak.com/dokuz-eylul-satilik/daire",2.3,3
"Seydiköy Emlak","0535 213 70 25","Atıfbey, Çolak Molla Mümin Hoca Sk. 15A, Gaziemir","",3.7,3
"Lider Emlak","0538 252 22 22","Atıfbey, 5. Sk. Çk. 4 B, Gaziemir","",5,2
"Gökhan Doğan Gayrimenkul Gaziemir","0539 498 00 98","Irmak, Hasan Güven Cd No:69 D:3A, Gaziemir","https://gokhandoganemlak.com.tr/",5,2
"Ersen Emlak","(0232) 251 74 98","Atıfbey, 7/2. Sk no:2, Gaziemir","",5,2
"Forza Gayrimenkul","","Gazi, 28/25. Sk. No:21, Gaziemir","",5,1
"KEREM CAN UYAR GAYRİMENKUL VE YATIRIM DANIŞMANLIĞI","0533 691 09 76","Bayraklı, 1898. Sk. No:4K, Bayraklı","http://www.keremcanuyar.com/",5,19
"Mert Emlak +","0532 062 58 02","1615/1 SOKAK NO:42A ÜMİT BOZ TESİSLERİ (TAŞOCAĞI) YAKINI, Bayraklı","",4.6,50
"ROTA BOSTANLI GAYRİMENKUL","0531 814 56 78","Bostanlı, Şht. Kadir Turunç Sokağı No:19/A, Karşıyaka","https://www.rotabostanligayrimenkul.com/",5,69
"ELVAN GAYRİMENKUL","0532 363 46 35","İmbatlı, 1595. Sk. 135a, Karşıyaka","",4.8,6
"Next Gayrimenkul","0532 690 70 07","Goncalar, 6030. Sk. NO 24/A, Karşıyaka","http://www.erdembadoglu.com/",4.8,4
"Pino Gayrimenkul","(0232) 935 14 77","Fikri Altay, 6184/3. Sk., Karşıyaka","",5,6
"Nur Gayrimenkul","0537 036 49 33","Çiçek, Şht. Hakan Uysal Cd. 179/A, Bayraklı","https://nurgayrimenkulizmir.sahibinden.com/",4.5,48
"Seyirtepe gayrimenkul","0537 884 91 59","Körfez, 7384/1. Sk no:1 D:1, Bayraklı","",5,1
"RÜZGAR GAYRİMENKUL BOSTANLI","0507 920 89 72","Bostanlı, Cengiz Kocatoros Sokağı no:20/A, Karşıyaka","https://ruzgargayrimenkulbostanli.sahibinden.com/",4.6,10
"POTAL Gayrimenkul Anonim Şirketi - Emlak Ofisi","","Kültür, Cumhuriyet Blv No:189, Konak","",5,7
"Ar-Dost Emlak Gayrimenkul Ve Yatırım Danışmanlığı","0552 553 29 55","Bostanlı, 2016/1. Sk. No:26/B, Karşıyaka","",5,1
"Remax Mert Günal Mavişehir Bostanlı Karşıyaka Bayraklı İzmir Gayrimenkul","0533 361 60 43","Donanmacı, Yalı Bulvarı no:336/B, Karşıyaka","https://www.instagram.com/remaxmertgunal?igsh=MXZ1NzFhd3F5d2VvbQ%3D%3D&utm_source=qr",5,15
"Ihlamur Emlak","0554 985 46 46","Mehmet Ali Akman, Gürsel Aksel Blv 27/F, Konak","http://www.izmirihlamuremlak.com/",5,5
"Emtur Emlak Müşavirliği","(0232) 285 85 27","Üçkuyular, Mithatpaşa Cd. NO-1103, Konak","http://www.emturemlak.com/",5,2
"Serdar Emlak","(0232) 238 07 47","Çatalkaya, Ender Sk. 6/A, Narlıdere","",4.9,24
"Egetan Emlak","0533 218 85 89","Kamelya Sok. Kamelya Apt. No:5/A, Narlıdere","",4.2,9
"Evmar Emlak Yatırım Danışmanlığı","(0232) 238 66 76","Çamtepe, Mithatpaşa Cd. No: 269, Narlıdere","",5,1
"Sarıkaya Emlak","(0232) 278 31 33","Fahrettin Altay, 65. Sk. 11/C, Karabağlar","",5,1
"D&D Emlak Danışmanlığı","0532 135 93 71","Korutürk, Rüzgar Sk. No:43, Balçova","",3.3,3
"Bank Emlak","(0232) 259 50 00","Korutürk, Şimşek Sk. No: 30/A, Balçova","",5,6
"Cozum Emlak","(0232) 453 91 91","Kuruçeşme mah, Hacı Bektaş, Orhan Veli Sk. No:2 /9, Buca","http://cozumemlak35sahibinden.com/",3,1
"A24 Site Emlak","(0232) 239 09 06","Çamtepe, Uludağ Sk. No:2 D:1, Narlıdere","http://www.a24gayrimenkul.com.tr/",5,2
"İSTİNYE EMLAK","0546 959 35 05","Korutürk, İrim Sk. No:4 B, Balçova","http://istinyeemlak.sahibinden.com/",5,3
"Tolkan Emlak","(0232) 285 88 44","Üçkuyular, 11. Sk. No:3/A, Karabağlar","https://www.emlakjet.com/ilan/tolkan-emlaktan-satilik-temiz-bakimli-daire-5740781/",5,2
"Sinan Emlak","0538 426 08 68","Onur, Dalya Sk. 23-21, Balçova","",4.8,4
"Gürel Emlak Arsa Ofisi","(0232) 279 29 23","Fevzi Çakmak Mahallesi kuşkonmaz sokak 83 a Balçova Fevzi Çakmak Mahallesi kuşkonmaz sokak 83 a, Fevzi Çakmak, Kuşkonmaz Sk. 83 Ah, Balçova","",1.8,5
"Harput Emlak","(0232) 278 24 44","Mahallesi, Fahrettin Altay, 65/12. Sk. No:20, Karabağlar","http://www.harputemlak.com.tr/",4.3,18
"Fahri Emlak","(0232) 278 08 07","Teleferik, Enver Paşa Sk. no: 25/D, Balçova","",4.7,9
"Pink Shutters Real Estate","(0232) 277 17 87","No, Onur, Fulya Sk. 5 A, Balçova","",3.3,3
"En35 Emlak Ofisi","","Eğitim, Mercan Sk. No:4/C, Balçova","","",""
"Barın Emlak","(0232) 259 96 36","Fahrettin Altay, 65/18. Sk. No:2, Konak","",4.3,6
"Onur Emlak","","Onur, Balçova","",5,1
"Agah emlak","0532 422 49 13","Muammer Akar, İnönü Cd. no:811/2, Karabağlar","",3,6
"ÇAĞRI Emlak Gayrimenkul","0532 120 42 29","Onur, 2. Hayıt. Sk., Balçova","",3.7,3
"My Site Emlak Gayrimenkul Yatırım Danışmanlığı","0532 472 63 14","Narlı, Mithatpaşa Cd. No:301 K D:1 D.1, Narlıdere","",2.6,5
"Rahmi Ataseven güvenilir Emlakçı & Gayrimenkul Danışmanlığı","0544 278 51 45","Kasımpaşa, 1026. Sk. No:6, Menemen","https://rahmiataseven.com.tr/",5,399
"TURPA EMLAK BİLGİ MERKEZİ MENEMEN TEMSİLCİLİĞİ","(0232) 832 18 80","Mermerli, Şht. Aycan Aksoy Cd. No:58, Menemen","",4.8,20
"DENİZ AKBIYIK EMLAK OFİSİ","0555 733 30 12","Esatpaşa, 1. Abdi İpekçi Gç. no4/a, Menemen","",5,9
"Çağatay Şentürk Emlak","0533 543 65 18","İsmet İnönü, Gaffar Okan Cd, Menemen","",5,2
"Can Aslan İnşaat & Emlak","0535 554 09 40","Irmak, Vali Kutlu Aktaş Cd. No:39 Kat:2 Daire:13, Menemen","",5,1
"Sevinç Yörük Emlak","0545 830 26 22","Esatpaşa, 1201. Sk. No:2, Menemen","http://www.sevincyorukemlak.com.tr/",4.5,25
"Zekai Akbaş Emlak","0533 357 19 20","Kasımpaşa, İnkılap Cd. no65, Menemen","https://www.sahibinden.com/satilik-daire/izmir-menemen-menemen-kasimpasa-mh./emlak-ofisinden",5,2
"ÇETİN KARDEŞLER EMLAK BÜROSU","0543 276 11 53","Kemal Atatürk, İstiklal Cd. No:61 D:3, Menemen","",5,1
"Şeyma Tuncer Emlak","0507 850 65 55","Ahıhıdır, Şht. Kemal Cd. No:46, Menemen","http://www.tunceremlakizmir.com/",5,6
"Özbağcı Gayrimenkul","0533 593 51 96","Esatpaşa, Altuğ Karaburun Cd. özhakan apt kat.2 daire 8, Menemen","",4.4,7
"Er-Çim Gayrimenkul","(0232) 831 63 39","Mermerli Mahallesi Doktor Selahattin Özkurt, İzmir Cd. No:13/C, Menemen","",4.8,20
"YELER GAYRİMENKUL DANIŞMANLIK","0544 634 22 51","Kasımpaşa, Şht. Aycan Aksoy Cd. No:82, Menemen","",4.3,11
"Uluçay Emlak Ve Gayrimenkul Danışmanlığı","0532 671 12 93","Uğur Mumcu, 1252. Sk., Menemen","",4.5,11
"Batur Yapı Emlak","0553 711 17 41","Kasımpaşa, Cami Sk. No:2/E, Menemen","",5,3
"Mert Gayrimenkul ve Yatırım Danışmanlığı & Rent a Car","0505 314 36 56","Beyzanur Apt, Mermerli, Pazar Sk. No:1/B, Menemen","https://mertgrup.net.tr/",4.9,66
"KNC İnşaat & Emlak","0532 058 23 49","Uğur Mumcu, Gaffar Okan Cd No:143 C B Blok, Menemen","http://kncinsaatemlak.com/",5,15
"E&T Gayrimenkul","0553 162 84 20","Uğur Mumcu, 1293. Sk. No:41/A, Menemen","",5,6
"MURAT ŞİMŞEK EMLAK","0507 831 12 12","Murat şimşek emlak, İsmet İnönü, 1211. Sk. no:14, Menemen","https://muratsimsekemlak.sahibinden.com/",4.7,3
"Öz Tüfekçi Emlak","0543 553 38 96","Kasımpaşa, Cami Sk. No:2/C, Menemen","",5,3
"YLC GAYRIMENKUL VE TEMİZLİK HİZMETLERİ","0542 440 88 36","Esatpaşa Ataturk caddesi 96/a, Atatürk Cd. No:96/A, Menemen","",5,3
"LOFT GAYRİMENKUL","0543 568 21 59","Esatpaşa, 1201. Sk. 14 A, Menemen","",5,2
"Yazıcı Gayrimenkul Danışmanlığı","0539 420 86 82","Kasımpaşa, Cami Sk. No:40, Menemen","",5,1
"Şimşek Gayrimenkul","0532 594 77 19","Ulus, Menemen","",4.6,13
"ÖZDOĞANLAR ROTA 35 GAYRİMENKUL YATIRIM DANIŞMANLIĞI MENEMEN ŞUBE","0507 811 11 37","İsmet İnönü, 1211. Sk. No:2 D:1MENEMEN, Menemen","https://panel.emlakjet.com/#/ilanlarim/aktif-ilanlarim%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20https://ofisim.sahibinden.com/ilanlarim?storeUserId=82315301",4.9,46
"TURYAP MENEMEN TEMSİLCİLİĞİ","(0232) 608 88 54","DR. NECMİ ÖZGÜVEN İŞ MERKEZİ, Kasımpaşa, 1046 SOKAK NO5, Menemen","https://www.turyap.com.tr/Ofis_Bilgileri.aspx?sirketid=248248",5,16
"Dersim Emlak","0537 344 60 97","Uğur Mumcu, 1292. Sk. 1/A, Menemen","",5,3
"Akay Emlak Ofisi","0532 375 74 08","Kasımpaşa, Adnan Menderes Cd. No:41/7, Menemen","http://akayemlakofis.blogspot.com/","",""
